Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
6295367,000001DB,FALSE,Rx,0,8,FF,80,B9,AB,40,0,0,3F
6295605,000001F2,FALSE,Rx,0,8,30,64,20,AC,0,3C,0,8F
6301643,000001DA,FALSE,Rx,0,8,BB,64,18,0,0,1,0,CC
6304655,0000011A,FALSE,Rx,0,8,4E,40,0,55,0,0,1,7D
6304889,000001D4,FALSE,Rx,0,8,F7,7,0,0,47,44,30,B7
6305120,000001DC,FALSE,Rx,0,8,A0,0A,5,D5,0,0,1,4B
6305358,000001DB,FALSE,Rx,0,8,FF,80,B9,AB,40,0,1,BA
6305596,000001F2,FALSE,Rx,0,8,30,64,20,AC,0,3C,1,8F
6311646,000001DA,FALSE,Rx,0,8,BB,64,18,0,0,1,1,49
6314658,0000011A,FALSE,Rx,0,8,4E,40,0,55,40,0,2,B0
6314892,000001D4,FALSE,Rx,0,8,F7,7,0,0,87,44,30,7B
6315133,000001DC,FALSE,Rx,0,8,A0,0A,5,D5,0,0,2,41
6315361,000001DB,FALSE,Rx,0,8,FF,80,B9,AB,40,0,2,B0
6315599,000001F2,FALSE,Rx,0,8,30,64,20,AC,0,3C,2,8F
6320010,526,FALSE,Rx,0,6,5,0B,C0,FD,FF,FF,0,0
6321646,000001DA,FALSE,Rx,0,8,BB,64,18,0,0,1,2,43
6324646,0000011A,FALSE,Rx,0,8,4E,40,0,AA,80,0,3,A6
6324880,000001D4,FALSE,Rx,0,8,F7,7,0,0,C7,44,30,BC
6325120,000001DC,FALSE,Rx,0,8,A0,0A,5,D5,0,0,3,C4
6325348,000001DB,FALSE,Rx,0,8,FF,80,B9,AB,40,0,3,35
6325586,000001F2,FALSE,Rx,0,8,30,64,20,AC,0,3C,3,8F
6331635,000001DA,FALSE,Rx,0,8,BB,64,18,0,0,1,3,C6
6334647,0000011A,FALSE,Rx,0,8,4E,40,0,AA,C0,0,0,6B
6334881,000001D4,FALSE,Rx,0,8,F7,7,0,0,7,44,30,70
